District,Month_Number,Month_Name,Crop_Name,Reason_1,Reason_2,Reason_3,Reason_4,Reason_5
Galle,7,July,Cinnamon,Optimal soil temperature range for rapid seed germination,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable soil aeration conditions support deep root development,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases
Galle,8,August,Rambutan,Favorable soil aeration conditions support deep root development,Soil moisture retention levels are ideal during this specific month,Timing aligns with traditional Maha/Yala seasonal planting schedules,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable day-night temperature variation enhances crop yield
Galle,8,August,Cassava,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,Timing aligns with traditional Maha/Yala seasonal planting schedules,Sufficient daily sunlight hours promote maximum photosynthesis,Historical data shows reduced pest prevalence during this time of year
Galle,8,August,Ginger,Optimal soil temperature range for rapid seed germination,Sufficient daily sunlight hours promote maximum photosynthesis,Historical data shows reduced pest prevalence during this time of year,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules
Galle,8,August,Mangosteen,Favorable soil aeration conditions support deep root development,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,Timing aligns with traditional Maha/Yala seasonal planting schedules,Lower relative humidity reduces the risk of fungal leaf diseases
Galle,8,August,Cinnamon,Optimal soil temperature range for rapid seed germination,Favorable soil aeration conditions support deep root development,Lower relative humidity reduces the risk of fungal leaf diseases,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Timing aligns with traditional Maha/Yala seasonal planting schedules
Galle,8,August,Gotukola,Lower relative humidity reduces the risk of fungal leaf diseases,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,Sufficient daily sunlight hours promote maximum photosynthesis
Galle,8,August,Banana,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination,Favorable day-night temperature variation enhances crop yield,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,"Harvesting aligns with local market demand peaks, ensuring better profit"
Galle,8,August,Mukunuwenna,Sufficient daily sunlight hours promote maximum photosynthesis,Favorable day-night temperature variation enhances crop yield,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Soil moisture retention levels are ideal during this specific month,Timing aligns with traditional Maha/Yala seasonal planting schedules
Galle,9,September,Cassava,Favorable soil aeration conditions support deep root development,Soil moisture retention levels are ideal during this specific month,Lower relative humidity reduces the risk of fungal leaf diseases,Sufficient daily sunlight hours promote maximum photosynthesis,Favorable day-night temperature variation enhances crop yield
Galle,9,September,Pineapple,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year
Galle,9,September,Papaya,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases,Timing aligns with traditional Maha/Yala seasonal planting schedules,"Harvesting aligns with local market demand peaks, ensuring better profit"
Galle,9,September,Banana,"Harvesting aligns with local market demand peaks, ensuring better profit",Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,Historical data shows reduced pest prevalence during this time of year,Lower relative humidity reduces the risk of fungal leaf diseases
Galle,9,September,Mukunuwenna,Lower relative humidity reduces the risk of fungal leaf diseases,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Galle,9,September,Cinnamon,Timing aligns with traditional Maha/Yala seasonal planting schedules,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Favorable day-night temperature variation enhances crop yield,Lower relative humidity reduces the risk of fungal leaf diseases
Galle,9,September,Rambutan,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit",Lower relative humidity reduces the risk of fungal leaf diseases
Galle,9,September,Turmeric,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,"Harvesting aligns with local market demand peaks, ensuring better profit",Soil moisture retention levels are ideal during this specific month,Sufficient daily sunlight hours promote maximum photosynthesis,Favorable day-night temperature variation enhances crop yield
Galle,10,October,Papaya,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination
Galle,10,October,Cinnamon,Favorable day-night temperature variation enhances crop yield,Lower relative humidity reduces the risk of fungal leaf diseases,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit"
